flight_number,name,date_utc,success,status,rocket,mission_type,orbit,pad,location,details,wikipedia,webcast
6854,Falcon 9 Block 5 | NROL-153,2025-01-10T03:53:49Z,True,Launch Successful,Falcon 9,Government/Top Secret,Unknown,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Seventh batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,
6855,Falcon 9 Block 5 | Starlink Group 12-12,2025-01-10T19:11:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6857,Falcon 9 Block 5 | Starlink Group 12-4,2025-01-13T16:47:09Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6858,Falcon 9 Block 5 | Transporter 12 (Dedicated SSO Rideshare),2025-01-14T19:09:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6859,Falcon 9 Block 5 | Blue Ghost Lunar Lander Mission 1 & Hakuto-R M2 “Resilience”,2025-01-15T06:11:39Z,True,Launch Successful,Falcon 9,Lunar Exploration,Lunar Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","Blue Ghost is a commercial lunar lander developed by Firefly Aerospace for NASA’s CLPS program. Blue Ghost is designed to bring up to 155kg of payload to the lunar surface. It will land at Mare Crisium in the Crisium Basin and is designed to last 14 days before freezing in the lunar night. Resilience is the second mission of the Hakuto-R commercial lunar lander developed by private Japanese company ispace. The lander will carry a small rover developed by ispace to perform studies on the moon's surface. The rover is also expected to collect lunar regolith as part of a contract with NASA signed in 2020, in which companies will collect materials on the moon and then transfer ownership ""in situ"" to the agency.",,
,Starship | Flight 7,2025-01-16T22:37:00Z,False,Launch Failure,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",Seventh test flight of the two-stage Starship launch vehicle.,,
6863,Falcon 9 Block 5 | Starlink Group 13-1,2025-01-21T05:24:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6864,Falcon 9 Block 5 | Starlink Group 11-8,2025-01-21T15:45:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6867,Falcon 9 Block 5 | Starlink Group 11-6,2025-01-24T14:07:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6868,Falcon 9 Block 5 | Starlink Group 12-7,2025-01-27T22:05:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6870,Falcon 9 Block 5 | SpainSat NG I,2025-01-30T01:34:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","First of two new-generation satellites built by Airbus to provide secure communications to the Spanish government, its allies, and various international organizations.",,
6871,Falcon 9 Block 5 | Starlink Group 11-4,2025-02-01T23:02:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6873,Falcon 9 Block 5 | Starlink Group 12-3,2025-02-04T10:15:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6874,Falcon 9 Block 5 | WorldView Legion 5 & 6,2025-02-04T23:13:00Z,True,Launch Successful,Falcon 9,Earth Science,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","WorldView Legion is a constellation of Earth observation satellites built and operated by Maxar. Constellation is planned to consist of 6 satellites in both polar and mid-inclination orbits, providing 30 cm-class resolution.",,
6876,Falcon 9 Block 5 | Starlink Group 12-9,2025-02-08T19:18:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6878,Falcon 9 Block 5 | Starlink Group 11-10,2025-02-11T02:09:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6880,Falcon 9 Block 5 | Starlink Group 12-18,2025-02-11T18:53:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6881,Falcon 9 Block 5 | Starlink Group 12-8,2025-02-15T06:14:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6883,Falcon 9 Block 5 | Starlink Group 10-12,2025-02-18T23:21:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system. First Starlink launch to feature a Falcon 9 booster landing within The Bahamas waters.,,
6884,Falcon 9 Block 5 | Starlink Group 12-14,2025-02-21T15:19:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6886,Falcon 9 Block 5 | Starlink Group 15-1,2025-02-23T01:38:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6887,Falcon 9 Block 5 | Nova-C IM-2 & Others,2025-02-27T00:16:30Z,True,Launch Successful,Falcon 9,Lunar Exploration,Lunar Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","This is the second mission of Nova-C lunar lander developed and built by Intuitive Machines. This time it carries a NASA payload called PRIME-1 (Polar Resources Ice Mining Experiment-1), which is to be the first demonstration of in-situ resource utilization on the Moon. PRIME-1 consists of two instruments: TRIDENT drill and Msolo mass spectrometer. Also on board are: * Lunar Trailblazer, a small (class D) lunar orbiter, part of NASA's SIMPLEx program, that will detect and map water on the lunar surface to determine how its form, abundance, and location relate to geology. Its mission is to aid in the understanding of lunar water and the Moon's water cycle. * Odin, a spacecraft for AstroForge, a company that plans to mine asteroid resources. Odin intends to head into deep space to observe near-Earth asteroid 2022 OB5 in preparation for their first retrieval mission. Odin will fly by the asteroid at a distance of about 1 kilometer, arriving 11 months after launch. * CHIMERA GEO 1, a transfer spacecraft by Epic Aerospace to a geostationary orbit, with the aim of covering an orbital position. For this launch, CHIMERA-GEO is carrying an unidentified 16U cubesat manifested by Exolaunch.",,
6888,Falcon 9 Block 5 | Starlink Group 12-13,2025-02-27T03:34:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6893,Falcon 9 Block 5 | Starlink Group 12-20,2025-03-03T02:24:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
,Starship | Flight 8,2025-03-06T23:30:00Z,False,Launch Failure,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",Eighth test flight of the two-stage Starship launch vehicle.,,
6897,Falcon 9 Block 5 | SPHEREx & PUNCH,2025-03-12T03:10:12Z,True,Launch Successful,Falcon 9,Astrophysics,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","SPHEREx is a planned two-year astrophysics mission to survey the sky in the near-infrared light, which, though not visible to the human eye, serves as a powerful tool for answering cosmic questions involving the birth of the universe, and the subsequent development of galaxies. It also will search for water and organic molecules – essentials for life as we know it – in regions where stars are born from gas and dust, known as stellar nurseries, as well as disks around stars where new planets could be forming. Astronomers will use the mission to gather data on more than 300 million galaxies, as well as more than 100 million stars in our own Milky Way galaxy. NASA’s Polarimeter to Unify the Corona and Heliosphere (PUNCH) mission will share a ride to space with SPHEREx. It consists of four suitcase-sized satellites, which will focus on the Sun’s outer atmosphere (the corona) and how it generates the solar wind. The spacecraft also will track coronal mass ejections – large eruptions of solar material that can drive large space weather events near Earth – to better understand their evolution and develop new techniques for predicting such eruptions.",,
6898,Falcon 9 Block 5 | Starlink Group 12-21,2025-03-13T02:35:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6899,Falcon 9 Block 5 | Crew-10,2025-03-14T23:03:48Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",SpaceX Crew-10 is the tenth crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
6902,Falcon 9 Block 5 | Transporter 13 (Dedicated SSO Rideshare),2025-03-15T06:43:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6903,Falcon 9 Block 5 | Starlink Group 12-16,2025-03-15T11:35:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6907,Falcon 9 Block 5 | Starlink Group 12-25,2025-03-18T19:57:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6908,Falcon 9 Block 5 | NROL-57,2025-03-21T06:49:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Unknown,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Eighth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,
6910,Falcon 9 Block 5 | NROL-69,2025-03-24T17:48:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Unknown,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Classified payload for the US National Reconnaissance Office,,
6913,Falcon 9 Block 5 | Starlink Group 11-7,2025-03-26T22:11:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6916,Falcon 9 Block 5 | Starlink Group 6-80,2025-03-31T19:52:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6917,Falcon 9 Block 5 | Fram2,2025-04-01T01:46:50Z,True,Launch Successful,Falcon 9,Human Exploration,Polar Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","Fram2 is the world’s first astronaut mission to polar orbit. Named after the Norwegian polar research ship Fram, the Crew Dragon spacecraft will launch into a 90° circular orbit from Florida, making it the first human spaceflight to fly over Earth’s polar regions from low-Earth orbit. A cupola will be installed on the Dragon spacecraft to allow for Earth observation from at an altitude of 425 – 450 km. During the 3-to-5-day mission, the crew will study green fragments and mauve ribbons of continuous emissions comparable to the phenomenon known as STEVE (Strong Thermal Emission Velocity Enhancement), persistently measured at an altitude of approximately 400 - 500 km above Earth’s atmosphere, among other studies. The crew will also work with SpaceX to conduct a variety of research to better understand the effects of spaceflight on the human body, which includes capturing the first human x-ray images in space, Just-in-Time training tools, and studying the effects of spaceflight on behavioural health. Chun Wang, an entrepreneur and explorer who co-founded f2pool and stakefish, serves as the mission commander. The vehicle commander will be Jannicke Mikkelsen, a film director, and cinematographer. The vehicle pilot will be Eric Philips, a professional polar adventurer and guide who has completed ski expeditions to the North and South Poles. The final crew member will be mission specialist Rabea Rogge, a robotics researcher from Berlin, currently pursuing her PhD in Norway.",,
